year,playername,role,nationality,age,iplexperienceyears,battingavg,battingsr,runsscored,fifties,hundreds,wickets,economyrate,bowlingavg,bowlingsr,basepricecr,soldpricecr,issold,franchise,performancescore,valueindex
2014,Ankit Nagendra Sharma,Bowler,Indian,20,0,13.43,99.33,37,0,0,7,8.67,30.16,20.55,0.2,0.1,1,Rajasthan Royals,14.86,148.6
2014,Ankush Bains,Batsman,Indian,19,0,18.18,99.34,123,1,0,0,9.33,37.06,28.69,0.2,0.1,1,Rajasthan Royals,39.53,395.3
2014,Apoorv Vijay Wankhade,Batsman,Indian,19,0,20.36,101.06,86,1,0,0,9.71,34.01,26.06,0.2,0.1,1,Mumbai Indians,40.18,401.8
2014,Baba Aparajith,All-Rounder,Indian,20,0,17.84,104.73,59,0,0,2,9.55,31.71,21.23,0.2,0.1,1,Chennai Super Kings,28.71,287.1
2014,Chama Milind,Bowler,Indian,20,0,11.26,103.75,59,0,0,3,9.17,33.77,20.54,0.2,0.1,1,Sunrisers Hyderabad,7.58,75.8
2014,HS Sharath,Bowler,Indian,20,0,10.24,86.69,47,0,0,5,9.07,30.01,24.21,0.2,0.1,1,Delhi Capitals,10.76,107.6
2014,Jayant Yadav,All-Rounder,Indian,20,0,19.62,104.01,106,1,0,5,8.59,27.42,23.93,0.3,0.1,1,Delhi Capitals,34.53,345.3
2014,Karanveer Singh,All-Rounder,Indian,20,0,19.99,92.32,10,0,0,3,8.93,33.37,16.65,0.3,0.1,1,Punjab Kings,29.2,292.0
2014,Manprit Juneja,Batsman,Indian,19,0,19.84,99.2,147,3,0,0,8.72,37.82,29.41,0.2,0.1,1,Sunrisers Hyderabad,40.64,406.4
2014,Milind Kumar,All-Rounder,Indian,20,0,14.13,99.41,91,1,0,0,9.15,30.27,20.56,0.2,0.1,1,Delhi Capitals,25.11,251.1
2014,Pawan Negi,All-Rounder,Indian,20,0,23.04,106.15,208,1,0,10,8.34,25.72,18.53,0.2,0.1,1,Chennai Super Kings,42.31,423.1
2014,Pawan Suyal,Bowler,Indian,20,0,13.6,88.16,5,0,0,4,9.39,34.43,23.66,0.2,0.1,1,Mumbai Indians,7.88,78.8
2014,Pravin Tambe,Bowler,Indian,20,0,9.33,90.71,34,0,0,3,9.34,29.3,21.77,0.2,0.1,1,Rajasthan Royals,6.82,68.2
2014,Rahul Tewatia,All-Rounder,Indian,20,0,22.97,112.37,172,0,0,8,7.84,30.16,18.89,0.3,0.1,1,Rajasthan Royals,42.14,421.4
2014,Ricky Bhui,Batsman,Overseas,19,0,22.29,96.26,103,1,0,1,9.94,36.0,30.53,0.2,0.1,1,Sunrisers Hyderabad,39.85,398.5
2014,Ronit More,Bowler,Indian,20,0,11.17,106.85,28,0,0,5,9.34,31.07,23.95,0.2,0.1,1,Chennai Super Kings,9.76,97.6
2014,Sandeep Warrier,Bowler,Indian,20,0,10.5,95.0,47,0,0,3,9.57,34.15,25.71,0.2,0.1,1,Royal Challengers Bengaluru,6.26,62.6
2014,Sayan Sekhar Mandal,All-Rounder,Indian,20,0,19.05,99.6,24,0,0,0,8.45,32.69,21.95,0.3,0.1,1,Kolkata Knight Riders,27.78,277.8
2014,Shivam Sharma,Bowler,Indian,20,0,11.86,103.14,39,0,0,8,9.94,26.6,22.48,0.2,0.1,1,Punjab Kings,12.57,125.7
2014,Shreyas Gopal,Bowler,Indian,20,0,10.94,92.09,39,0,0,8,8.82,33.07,21.29,0.2,0.1,1,Mumbai Indians,15.93,159.3
2014,Sushant Marathe,Batsman,Indian,19,0,20.23,93.08,133,2,0,0,9.16,36.14,26.7,0.2,0.1,1,Mumbai Indians,38.68,386.8
2014,Tanmay Mishra,Batsman,Indian,19,0,16.23,98.25,97,0,0,0,9.86,36.67,28.54,0.2,0.1,1,Royal Challengers Bengaluru,37.91,379.1
2014,Vijay Shankar,All-Rounder,Indian,20,0,20.92,96.45,90,0,0,6,8.64,30.08,16.59,0.3,0.1,1,Chennai Super Kings,34.44,344.4
2014,Yogesh Takawale,Batsman,Indian,19,0,20.7,90.13,71,0,0,0,8.99,36.54,29.16,0.2,0.1,1,Royal Challengers Bengaluru,36.74,367.4
2014,Yuzvendra Singh Chahal,Bowler,Indian,20,0,12.54,112.97,25,0,0,13,9.22,27.26,21.13,0.2,0.1,1,Royal Challengers Bengaluru,22.09,220.9
2015,Yuvraj Singh,All-Rounder,Indian,21,1,43.79,173.64,417,3,0,24,7.92,19.96,14.65,2.0,16.0,1,Delhi Capitals,78.64,4.92
2015,Dinesh Karthik,Batsman,Indian,20,1,42.91,160.69,446,3,0,2,8.62,37.62,26.77,2.0,10.5,1,Royal Challengers Bengaluru,74.29,7.08
2015,Angelo Mathews,All-Rounder,Overseas,20,0,28.31,139.2,220,1,0,11,8.54,25.1,18.71,2.0,7.5,1,Delhi Capitals,51.04,6.81
2015,Zaheer Khan,Bowler,Indian,21,1,10.59,110.82,47,0,0,12,8.86,30.86,19.83,2.0,4.0,1,Delhi Capitals,21.89,5.47
2015,Trent Boult,Bowler,Overseas,20,0,14.87,117.47,87,0,0,22,7.93,21.99,17.7,2.0,3.8,1,Sunrisers Hyderabad,40.08,10.55
2015,Amit Mishra,Bowler,Indian,21,1,13.94,104.73,45,0,0,12,9.37,29.75,20.18,2.0,3.5,1,Delhi Capitals,20.34,5.81
2015,Aaron Finch,Batsman,Overseas,20,1,28.57,120.96,253,1,0,1,9.46,38.48,30.37,2.0,3.2,1,Mumbai Indians,52.78,16.49
2015,Murali Vijay,Batsman,Indian,20,1,24.45,119.59,199,3,0,2,9.28,35.68,26.98,2.0,3.0,1,Punjab Kings,49.64,16.55
2015,Darren Sammy,All-Rounder,Overseas,22,2,26.72,125.97,124,1,0,6,9.02,26.22,22.16,2.0,2.8,1,Royal Challengers Bengaluru,41.03,14.65
2015,David Wiese,All-Rounder,Overseas,20,0,19.05,107.17,162,2,0,4,8.51,29.47,20.59,2.0,2.8,1,Royal Challengers Bengaluru,33.98,12.14
2015,Shreyas Iyer,Batsman,Indian,21,0,50.17,159.23,732,7,1,4,9.21,39.93,27.95,2.0,2.6,1,Delhi Capitals,82.48,31.72
2015,KC Cariappa,Bowler,Indian,20,0,12.31,99.77,42,0,0,11,9.29,27.77,22.9,2.0,2.4,1,Kolkata Knight Riders,19.05,7.94
2015,Praveen Kumar,Bowler,Indian,20,0,12.69,106.19,63,0,0,10,9.12,29.65,20.63,2.0,2.2,1,Sunrisers Hyderabad,18.27,8.3
2015,Kevin Pietersen,Batsman,Overseas,20,1,35.75,126.91,285,1,0,0,9.66,41.62,30.14,2.0,2.0,1,Sunrisers Hyderabad,58.07,29.04
2015,Gurinder Sandhu,Bowler,Indian,20,0,13.98,110.08,46,0,0,5,9.29,29.0,24.43,1.5,1.7,1,Delhi Capitals,10.09,5.94
2015,Eoin Morgan,Batsman,Overseas,19,0,25.17,112.12,151,2,0,3,9.07,38.14,26.06,1.5,1.5,1,Sunrisers Hyderabad,46.72,31.15
2015,Irfan Pathan,All-Rounder,Indian,21,1,19.71,109.54,115,1,0,5,8.85,25.72,21.52,1.5,1.5,1,Chennai Super Kings,35.14,23.43
2015,Michael Hussey,Batsman,Overseas,20,1,31.69,106.19,202,3,0,0,8.75,40.05,25.12,1.5,1.5,1,Chennai Super Kings,48.57,32.38
2015,Christopher Morris,All-Rounder,Overseas,22,2,31.42,143.95,380,2,0,21,7.62,20.09,11.72,1.0,1.4,1,Rajasthan Royals,66.61,47.58
2015,Jaydev Unadkat,Bowler,Indian,22,2,12.2,113.69,93,0,0,23,7.84,25.6,16.27,1.0,1.1,1,Delhi Capitals,41.91,38.1
2015,Ravi Bopara,All-Rounder,Indian,20,0,18.02,96.03,115,1,0,7,9.25,30.38,24.01,1.0,1.0,1,Sunrisers Hyderabad,33.61,33.61
2015,Sean Abbott,Bowler,Overseas,20,0,11.0,104.6,55,0,0,10,8.66,31.49,23.3,1.0,1.0,1,Royal Challengers Bengaluru,19.57,19.57
2015,Domnic Joseph Muthuswamy,Bowler,Overseas,20,0,10.45,107.96,26,0,0,4,9.01,31.08,24.31,0.75,0.75,1,Delhi Capitals,9.23,12.31
2015,Adam Milne,Bowler,Overseas,20,0,12.56,105.73,44,0,0,8,9.15,29.56,21.5,0.5,0.7,1,Royal Challengers Bengaluru,14.99,21.41
2015,Kane Williamson,All-Rounder,Overseas,20,0,18.71,112.15,133,1,0,5,9.1,28.46,20.87,0.5,0.6,1,Sunrisers Hyderabad,34.91,58.18
2015,Brad Hogg,Bowler,Overseas,20,0,11.5,101.55,50,0,0,4,8.63,29.51,21.98,0.5,0.5,1,Kolkata Knight Riders,10.61,21.22
2015,James Neesham,All-Rounder,Overseas,21,1,22.26,105.18,121,1,0,3,8.77,31.59,21.08,0.5,0.5,1,Kolkata Knight Riders,32.66,65.32
2015,Pragyan Ojha,Bowler,Indian,21,1,12.17,104.07,43,0,0,11,8.87,29.25,21.59,0.5,0.5,1,Mumbai Indians,20.32,40.64
2015,Sarfaraz Naushad Khan,All-Rounder,Indian,20,0,14.93,92.3,90,0,0,2,9.61,29.71,22.51,0.5,0.5,1,Royal Challengers Bengaluru,25.37,50.74
2015,Abhimanyu Mithun,Bowler,Indian,20,0,9.47,101.91,53,0,0,7,8.72,32.04,24.9,0.3,0.3,1,Mumbai Indians,14.87,49.57
2015,Aiden Blizzard,Batsman,Overseas,19,0,23.45,105.8,112,2,0,1,9.49,40.16,26.17,0.3,0.3,1,Mumbai Indians,43.36,144.53
2015,Albie Morkel,All-Rounder,Overseas,21,1,21.62,109.33,72,1,0,6,8.06,29.67,20.45,0.3,0.3,1,Delhi Capitals,38.35,127.83
2015,Juan Theron,Bowler,Overseas,20,0,10.19,102.31,49,0,0,2,8.77,28.25,22.91,0.3,0.3,1,Rajasthan Royals,7.18,23.93
2015,Kyle Abbott,Bowler,Overseas,20,0,9.18,106.94,58,0,0,5,8.18,30.52,21.18,0.3,0.3,1,Chennai Super Kings,13.54,45.13
2015,Laxmi Ratan Shukla,All-Rounder,Indian,21,1,16.39,109.47,89,0,0,6,9.18,29.84,22.09,0.3,0.3,1,Sunrisers Hyderabad,34.83,116.1
2015,Mitchell McClenaghan,Bowler,Overseas,20,0,12.77,101.91,18,0,0,3,8.91,34.64,23.96,0.3,0.3,1,Mumbai Indians,7.95,26.5
2015,Nikhil Shankar Naik,Batsman,Indian,19,0,18.36,92.3,108,0,0,0,8.4,36.5,26.64,0.3,0.3,1,Punjab Kings,37.19,123.97
2015,Rahul Sharma,Bowler,Indian,21,1,14.8,100.81,34,0,0,9,9.26,28.05,23.73,0.3,0.3,1,Chennai Super Kings,16.06,53.53
2015,Subramaniam Badrinath,Batsman,Indian,19,0,22.37,101.53,100,0,0,0,9.4,39.26,28.2,0.3,0.3,1,Royal Challengers Bengaluru,41.41,138.03
2015,Travis Head,Batsman,Overseas,19,0,26.65,115.8,211,1,1,0,8.9,38.42,28.59,0.3,0.3,1,Delhi Capitals,49.62,165.4
2015,Aditya Garhwal,All-Rounder,Indian,20,0,17.46,95.31,86,3,0,4,8.6,32.0,21.5,0.3,0.25,1,Kolkata Knight Riders,31.03,124.12
2015,Marcus Stoinis,All-Rounder,Overseas,20,0,24.53,115.29,204,1,0,10,8.37,25.5,12.4,0.3,0.25,1,Delhi Capitals,44.45,177.8
2015,Andrew Tye,Bowler,Overseas,20,0,12.45,98.36,69,0,0,16,8.59,31.77,18.11,0.2,0.2,1,Chennai Super Kings,28.92,144.6
2015,C.M. Gautam,Batsman,Indian,20,1,18.58,106.06,108,3,0,0,8.74,37.01,28.21,0.2,0.2,1,Delhi Capitals,41.41,207.05
2015,Sheldon Jackson,Batsman,Indian,19,0,21.8,106.83,79,0,0,0,9.55,38.2,26.32,0.2,0.15,1,Kolkata Knight Riders,42.35,282.33
2015,Akshay Wakhare,Bowler,Indian,20,0,9.78,102.96,35,0,0,5,9.88,29.03,24.42,0.2,0.1,1,Mumbai Indians,8.21,82.1
2015,Ankush Bains,Batsman,Indian,20,1,17.76,104.56,145,1,0,0,9.48,36.55,27.58,0.2,0.1,1,Chennai Super Kings,41.37,413.7
2015,Barinder Singh Saran,Bowler,Indian,20,0,8.77,95.93,27,0,0,7,9.1,34.32,22.15,0.2,0.1,1,Rajasthan Royals,13.47,134.7
2015,Dinesh Salunkhe,All-Rounder,Indian,20,0,17.34,96.19,110,1,0,4,8.6,29.79,22.03,0.3,0.1,1,Rajasthan Royals,31.17,311.7
2015,Eklavya Dwivedi,Batsman,Indian,19,0,22.1,106.51,207,1,0,0,8.91,36.74,26.41,0.2,0.1,1,Chennai Super Kings,44.93,449.3
2015,Hanuma Vihari,Batsman,Indian,19,0,23.48,101.05,37,0,0,1,9.85,34.82,28.45,0.2,0.1,1,Sunrisers Hyderabad,40.45,404.5
2015,Hardik Pandya,All-Rounder,Indian,20,0,19.15,89.84,69,0,0,0,8.83,30.29,21.2,0.3,0.1,1,Mumbai Indians,25.1,251.0
2015,Jagadeesha Suchith,Bowler,Indian,20,0,11.07,102.48,50,0,0,1,8.48,33.33,22.85,0.3,0.1,1,Mumbai Indians,6.56,65.6
2015,Jalaj Saxena,All-Rounder,Indian,21,1,19.25,103.49,112,1,0,4,7.87,32.0,23.38,0.3,0.1,1,Royal Challengers Bengaluru,34.57,345.7
2015,K.K. Jiyaz,Bowler,Indian,20,0,9.35,99.77,45,0,0,3,9.49,32.25,23.96,0.2,0.1,1,Delhi Capitals,6.48,64.8
2015,Kona Srikar Bharat,Batsman,Indian,19,0,16.35,100.63,159,1,0,0,9.43,35.87,28.3,0.2,0.1,1,Delhi Capitals,39.91,399.1
2015,Nitish Rana,All-Rounder,Indian,20,0,21.44,118.91,165,1,0,8,8.47,24.15,20.33,0.3,0.1,1,Mumbai Indians,41.8,418.0
2015,Pardeep Sahu,All-Rounder,Indian,20,0,14.79,96.84,54,0,0,2,8.87,29.41,22.3,0.3,0.1,1,Rajasthan Royals,27.73,277.3
2015,Prasanth Padmanabhan,All-Rounder,Indian,20,0,20.51,91.43,90,0,0,6,9.24,31.28,20.46,0.3,0.1,1,Sunrisers Hyderabad,32.13,321.3
2015,Pratyush Singh,All-Rounder,Indian,20,0,17.18,96.87,47,0,0,1,8.59,28.22,22.17,0.3,0.1,1,Chennai Super Kings,27.69,276.9
2015,Sagar Trivedi,All-Rounder,Indian,20,0,17.44,97.99,50,0,0,3,8.6,31.2,21.34,0.3,0.1,1,Rajasthan Royals,30.36,303.6
2015,Shishir Bhavane,Batsman,Indian,19,0,21.51,91.67,146,4,0,0,9.05,34.38,27.1,0.2,0.1,1,Royal Challengers Bengaluru,39.03,390.3
2015,Siddarth Kaul,Bowler,Indian,21,1,12.75,103.86,47,0,0,8,8.02,28.85,21.27,0.2,0.1,1,Sunrisers Hyderabad,18.41,184.1
2015,Siddhesh Dinesh Lad,All-Rounder,Indian,20,0,14.62,98.09,72,0,0,4,9.18,28.57,21.72,0.3,0.1,1,Mumbai Indians,29.71,297.1
2015,Sumit Narwal,All-Rounder,Indian,20,0,18.76,98.6,91,1,0,0,9.76,31.45,18.38,0.3,0.1,1,Kolkata Knight Riders,24.89,248.9
2015,Vaibhav Rawal,All-Rounder,Indian,20,0,18.66,100.91,70,0,0,3,9.09,35.35,20.52,0.3,0.1,1,Kolkata Knight Riders,30.27,302.7
2015,Yogesh Gowalkar,All-Rounder,Indian,20,0,17.96,103.47,72,2,0,4,8.59,30.24,21.91,0.3,0.1,1,Punjab Kings,32.8,328.0
2016,Shane Watson,All-Rounder,Overseas,20,0,32.6,138.52,239,2,0,13,8.16,27.49,19.22,2.0,9.5,1,Royal Challengers Bengaluru,55.13,5.8
2016,Pawan Negi,All-Rounder,Indian,22,2,35.47,152.95,203,2,0,13,8.82,24.52,15.85,2.0,8.5,1,Delhi Capitals,57.42,6.76
2016,Christopher Morris,All-Rounder,Overseas,23,3,45.0,170.81,411,4,1,23,6.51,22.28,11.82,2.0,7.0,1,Delhi Capitals,79.99,11.43
2016,Yuvraj Singh,All-Rounder,Indian,22,2,37.48,145.66,315,3,0,19,8.54,23.93,15.94,2.0,7.0,1,Sunrisers Hyderabad,64.22,9.17
2016,Mohit Sharma,Bowler,Indian,22,2,14.44,105.22,61,0,0,17,8.82,26.66,18.42,2.0,6.5,1,Punjab Kings,29.65,4.56
2016,Ashish Nehra,Bowler,Indian,22,2,8.81,101.69,63,0,0,16,9.04,29.09,20.0,2.0,5.5,1,Sunrisers Hyderabad,27.51,5.0
2016,Mitchell Marsh,All-Rounder,Overseas,20,0,28.74,128.62,139,1,0,7,8.45,27.11,21.28,2.0,4.8,1,Rising Pune Supergiant,44.41,9.25
2016,M. Ashwin,Bowler,Indian,20,0,15.36,108.42,63,0,0,10,9.42,29.58,18.1,2.0,4.5,1,Rising Pune Supergiant,17.37,3.86
2016,Carlos Brathwaite,All-Rounder,Overseas,20,0,22.64,103.59,128,1,0,11,8.61,30.58,20.22,2.0,4.2,1,Delhi Capitals,42.36,10.09
2016,Deepak Hooda,All-Rounder,Indian,22,2,27.23,126.46,129,1,0,12,9.33,30.69,17.69,2.0,4.2,1,Sunrisers Hyderabad,47.84,11.39
2016,Sanju Samson,Batsman,Indian,19,0,32.37,118.45,233,2,1,0,9.44,35.25,27.05,2.0,4.2,1,Delhi Capitals,53.14,12.65
2016,Karun Nair,Batsman,Indian,21,2,32.91,135.88,301,2,1,0,9.06,37.38,31.03,2.0,4.0,1,Delhi Capitals,59.95,14.99
2016,Ishant Sharma,Bowler,Indian,22,2,10.49,109.48,66,0,0,12,8.68,30.97,22.32,2.0,3.8,1,Rising Pune Supergiant,22.62,5.95
2016,Jos Buttler,Batsman,Overseas,21,0,41.98,150.03,506,5,0,2,10.19,37.57,25.3,2.0,3.8,1,Mumbai Indians,71.92,18.93
2016,Kevin Pietersen,Batsman,Overseas,21,2,33.51,145.08,291,2,0,0,9.49,37.24,24.85,2.0,3.5,1,Rising Pune Supergiant,62.75,17.93
2016,Praveen Kumar,Bowler,Indian,21,1,14.64,97.21,33,0,0,8,9.73,28.68,21.29,2.0,3.5,1,Gujarat Lions,13.14,3.75
2016,Nathu Singh,Bowler,Indian,20,0,8.95,112.28,35,0,0,10,8.75,30.71,20.13,2.0,3.2,1,Mumbai Indians,19.1,5.97
2016,Tim Southee,Bowler,Overseas,22,2,10.82,99.01,54,0,0,11,9.44,32.11,23.39,2.0,2.5,1,Mumbai Indians,18.72,7.49
2016,Dale Steyn,Bowler,Overseas,20,0,15.73,108.85,59,1,0,11,9.04,26.41,21.68,2.0,2.3,1,Gujarat Lions,19.97,8.68
2016,Dinesh Karthik,Batsman,Indian,21,2,38.28,142.29,457,3,0,2,8.99,34.78,29.0,2.0,2.3,1,Gujarat Lions,67.14,29.19
2016,Dwayne Smith,All-Rounder,Overseas,22,2,28.31,126.47,110,1,0,9,8.2,25.98,19.13,2.0,2.3,1,Gujarat Lions,46.77,20.33
2016,Kyle Abbott,Bowler,Overseas,21,1,12.03,106.44,60,0,0,11,9.26,32.33,20.71,2.0,2.1,1,Punjab Kings,19.32,9.2
2016,Dhawal Kulkarni,Bowler,Indian,22,2,11.14,102.91,70,0,0,4,9.33,29.36,21.96,2.0,2.0,1,Gujarat Lions,8.71,4.36
2016,Kane Richardson,Bowler,Overseas,23,3,13.13,107.67,64,0,0,18,8.29,24.26,21.26,2.0,2.0,1,Royal Challengers Bengaluru,32.77,16.39
2016,Krunal Pandya,All-Rounder,Indian,20,0,24.77,117.11,158,0,0,13,7.8,27.66,18.26,2.0,2.0,1,Mumbai Indians,49.61,24.8
2016,Stuart Binny,All-Rounder,Indian,20,0,19.15,112.65,134,1,0,8,8.81,30.05,20.19,2.0,2.0,1,Royal Challengers Bengaluru,39.3,19.65
2016,Rishabh Pant,Batsman,Indian,21,0,50.46,156.25,636,7,1,4,8.39,41.51,29.24,1.5,1.9,1,Delhi Capitals,79.78,41.99
2016,Jaydev Unadkat,Bowler,Indian,23,3,14.2,110.99,85,0,0,25,8.31,25.23,17.52,1.5,1.6,1,Kolkata Knight Riders,43.42,27.14
2016,Ankit Singh Rajpoot,Bowler,Indian,20,0,10.18,104.17,45,0,0,7,8.9,33.0,20.44,1.5,1.5,1,Kolkata Knight Riders,14.25,9.5
2016,Kishore Pramod Kamath,All-Rounder,Indian,20,0,16.82,104.15,99,0,0,8,9.21,33.11,21.34,1.0,1.4,1,Mumbai Indians,36.22,25.87
2016,Mustafizur Rahman,Bowler,Overseas,20,0,11.86,118.04,69,0,0,16,8.43,29.98,17.27,1.0,1.4,1,Sunrisers Hyderabad,29.4,21.0
2016,John Hastings,All-Rounder,Overseas,22,2,25.62,120.39,143,0,0,8,9.0,31.83,21.27,1.0,1.3,1,Kolkata Knight Riders,42.08,32.37
2016,Aditya Tare,Batsman,Indian,21,2,25.96,119.04,209,1,1,0,8.37,36.0,25.39,1.0,1.2,1,Sunrisers Hyderabad,50.28,41.9
2016,Barinder Singh Sran,Bowler,Indian,20,0,12.54,106.9,59,0,0,11,8.28,30.92,23.18,1.0,1.2,1,Sunrisers Hyderabad,22.25,18.54
2016,Aaron Finch,Batsman,Overseas,21,2,29.61,129.74,305,3,0,1,8.93,36.96,26.58,1.0,1.0,1,Gujarat Lions,56.87,56.87
2016,Eklavya Dwivedi,Batsman,Indian,20,1,22.21,104.97,168,1,0,0,8.95,36.27,25.53,1.0,1.0,1,Gujarat Lions,43.73,43.73
2016,Irfan Pathan,All-Rounder,Indian,22,2,22.11,123.17,191,1,0,9,8.05,31.62,18.83,1.0,1.0,1,Rising Pune Supergiant,44.86,44.86
2016,Thisara Perera,All-Rounder,Overseas,23,3,27.49,134.24,136,0,0,6,8.65,23.48,17.35,1.0,1.0,1,Rising Pune Supergiant,43.62,43.62
2016,KC Cariappa,Bowler,Indian,21,1,14.44,108.01,45,0,0,8,9.57,29.5,23.54,0.75,0.8,1,Punjab Kings,13.74,17.18
2016,Jason Holder,All-Rounder,Overseas,23,3,29.22,132.7,228,2,0,13,8.07,24.88,19.03,0.5,0.7,1,Kolkata Knight Riders,53.3,76.14
2016,Rajat Bhatia,All-Rounder,Indian,22,2,20.29,107.16,124,1,0,7,9.03,31.48,22.47,0.5,0.6,1,Rising Pune Supergiant,36.84,61.4
2016,Marcus Stoinis,All-Rounder,Overseas,21,1,30.71,119.82,271,1,0,16,8.23,23.3,17.37,0.5,0.55,1,Punjab Kings,54.38,98.87
2016,Andrew Tye,Bowler,Overseas,21,1,10.57,108.32,54,0,0,16,8.15,23.95,20.01,0.5,0.5,1,Gujarat Lions,30.09,60.18
2016,Ashok Dinda,Bowler,Indian,22,2,8.61,100.47,51,0,0,6,9.44,33.35,22.32,0.5,0.5,1,Rising Pune Supergiant,11.19,22.38
2016,Ben Cutting,All-Rounder,Overseas,22,2,25.34,115.57,160,2,0,4,8.57,29.07,19.85,0.5,0.5,1,Sunrisers Hyderabad,37.11,74.22
2016,Samuel Badree,Bowler,Overseas,22,2,12.14,105.76,37,0,0,8,8.99,31.68,24.03,0.5,0.5,1,Royal Challengers Bengaluru,15.4,30.8
2016,Scott Boland,Bowler,Overseas,20,0,12.25,107.46,13,0,0,6,9.64,30.28,22.79,0.5,0.5,1,Rising Pune Supergiant,10.21,20.42
2016,Travis Head,Batsman,Overseas,20,1,28.82,117.54,208,3,0,0,9.7,36.88,25.89,0.5,0.5,1,Royal Challengers Bengaluru,50.95,101.9
2016,Ishan Kishan,Batsman,Indian,19,0,35.21,124.27,338,2,0,3,9.24,38.14,28.86,0.3,0.35,1,Gujarat Lions,58.12,166.06
2016,Praveen Dubey,All-Rounder,Indian,20,0,15.25,99.96,108,0,0,2,8.79,28.98,21.07,0.3,0.35,1,Royal Challengers Bengaluru,28.62,81.77
2016,Vijay Shankar,All-Rounder,Indian,22,2,26.04,116.88,78,0,0,10,9.66,27.04,22.02,0.3,0.35,1,Sunrisers Hyderabad,42.57,121.63
2016,Abhimanyu Mithun,Bowler,Indian,21,1,13.03,106.04,47,0,0,8,10.6,28.82,21.66,0.3,0.3,1,Sunrisers Hyderabad,12.47,41.57
2016,Adam Zampa,Bowler,Overseas,20,0,10.68,98.82,28,0,0,7,8.56,31.58,22.0,0.3,0.3,1,Rising Pune Supergiant,15.1,50.33
2016,Colin Munro,All-Rounder,Overseas,20,0,22.82,103.65,119,0,0,5,8.83,28.88,20.99,0.3,0.3,1,Kolkata Knight Riders,34.78,115.93
2016,Farhaan Behardien,All-Rounder,Overseas,20,0,19.22,98.83,5,0,0,6,8.12,27.94,23.39,0.3,0.3,1,Punjab Kings,35.53,118.43
2016,Joel Paris,Bowler,Overseas,20,0,12.92,105.56,39,0,0,7,9.58,35.41,24.24,0.3,0.3,1,Delhi Capitals,12.15,40.5
2016,Peter Handscomb,Batsman,Overseas,19,0,21.64,98.86,160,2,0,0,9.5,36.28,29.29,0.3,0.3,1,Rising Pune Supergiant,41.51,138.37
2016,Rudra Pratap Singh,Bowler,Indian,23,3,12.9,110.21,61,0,0,10,8.76,35.65,22.18,0.3,0.3,1,Rising Pune Supergiant,19.33,64.43
2016,Sam Billings,Batsman,Overseas,19,0,23.49,103.35,112,0,0,0,8.91,36.97,29.65,0.3,0.3,1,Delhi Capitals,42.64,142.13
2016,Ishwar Chandra Pandey,Bowler,Indian,22,2,10.57,100.78,53,0,0,6,8.98,31.55,23.62,0.2,0.2,1,Rising Pune Supergiant,12.59,62.95
2016,Jaydev Shah,All-Rounder,Indian,20,0,18.41,93.97,71,0,0,4,8.84,34.51,19.84,0.3,0.2,1,Gujarat Lions,30.52,152.6
2016,Pradeep Sangwan,All-Rounder,Indian,20,0,16.01,104.47,119,1,0,5,7.45,30.7,20.77,0.3,0.2,1,Gujarat Lions,36.0,180.0
2016,Pravin Tambe,Bowler,Indian,22,2,10.45,96.49,36,0,0,11,9.94,30.64,23.68,0.2,0.2,1,Gujarat Lions,17.04,85.2
2016,Rajagopal Sathish,All-Rounder,Indian,20,0,15.58,89.63,99,1,0,2,8.9,32.38,22.13,0.3,0.2,1,Kolkata Knight Riders,26.42,132.1
2016,Shadab Jakati,All-Rounder,Indian,22,2,19.33,121.0,154,0,0,2,9.47,32.82,19.64,0.3,0.2,1,Gujarat Lions,32.49,162.45
2016,Vikramjeet Malik,Bowler,Indian,22,2,11.47,94.06,35,0,0,4,9.71,35.11,24.29,0.2,0.2,1,Royal Challengers Bengaluru,7.22,36.1
2016,Akhil Arvind Herwadkar,All-Rounder,Indian,20,0,17.15,97.52,56,2,0,4,8.53,28.94,21.53,0.3,0.1,1,Delhi Capitals,31.53,315.3
2016,Akshay Karnewar,All-Rounder,Indian,20,0,17.47,88.85,64,0,0,1,8.72,30.59,21.63,0.3,0.1,1,Royal Challengers Bengaluru,25.9,259.0
2016,Akshdeep Nath,All-Rounder,Indian,20,0,21.01,108.31,102,0,0,7,8.49,30.42,22.0,0.3,0.1,1,Gujarat Lions,38.33,383.3
2016,Amit Mishra,Bowler,Indian,22,2,14.13,116.47,45,0,0,13,8.78,28.21,19.69,0.2,0.1,1,Gujarat Lions,23.61,236.1
2016,Ankit Sharma,All-Rounder,Indian,20,0,17.5,101.16,131,1,0,1,8.34,34.05,19.77,0.3,0.1,1,Rising Pune Supergiant,29.13,291.3
2016,Ankush Bains,Batsman,Indian,21,2,19.6,115.0,172,1,0,0,9.27,40.33,26.45,0.2,0.1,1,Rising Pune Supergiant,45.78,457.8
2016,Armaan Jaffer,Batsman,Indian,19,0,19.64,100.22,5,1,0,0,9.42,40.17,28.83,0.2,0.1,1,Punjab Kings,38.02,380.2
2016,Baba Aparajith,All-Rounder,Indian,22,2,13.3,104.97,151,0,0,6,9.0,33.15,21.96,0.3,0.1,1,Rising Pune Supergiant,33.52,335.2
