year,player_name,role,nationality,age,ipl_experience_years,batting_avg,batting_sr,runs_scored,fifties,hundreds,wickets,economy_rate,bowling_avg,bowling_sr,base_price_cr,sold_price_cr,is_sold,franchise,performance_score,value_index
2017,Wriddhiman Saha,Batsman,New Zealand,25,0,23.56,157.05,374,5,2,2,9.49,25.3,29.9,0.5,9.07,1,Lucknow Super Giants,64.02,7.06
2017,Shahbaz Ahmed,All-Rounder,Indian,26,1,14.17,99.67,368,4,0,7,8.28,31.38,18.15,2.0,16.02,1,Sunrisers Hyderabad,35.32,2.2
2017,Chris Woakes,Bowler,South African,24,1,19.04,111.38,132,1,0,11,7.79,35.79,13.77,0.2,6.41,1,Delhi Capitals,24.45,3.81
2017,Avesh Khan,Bowler,West Indian,22,0,15.25,92.95,144,1,0,9,7.93,18.03,10.0,0.5,4.7,1,Sunrisers Hyderabad,21.15,4.5
2017,David Warner,Batsman,Indian,22,2,36.94,144.61,416,5,2,1,7.0,31.71,21.35,1.5,8.93,1,Punjab Kings,66.48,7.44
2017,Liam Livingstone,Batsman,Indian,30,0,37.38,148.65,307,4,0,1,9.65,50.49,16.57,0.2,5.67,1,Punjab Kings,65.69,11.59
2017,Khaleel Ahmed,Bowler,Indian,24,1,21.17,117.88,141,1,0,23,8.65,30.92,13.26,0.2,5.72,1,Sunrisers Hyderabad,39.96,6.99
2017,Ravindra Jadeja,All-Rounder,Indian,24,1,18.8,112.06,412,4,0,8,7.9,27.71,22.69,0.5,9.39,1,Gujarat Titans,40.91,4.36
2017,Hardik Pandya,All-Rounder,Indian,23,2,29.38,156.96,156,1,0,6,8.83,30.64,25.61,2.0,14.15,1,Punjab Kings,48.28,3.41
2018,David Warner,Batsman,Indian,23,2,39.9,136.63,391,5,2,3,7.87,33.44,24.23,0.2,11.27,1,Chennai Super Kings,64.77,5.75
2018,Shivam Dube,All-Rounder,Indian,26,1,24.75,136.24,114,1,0,9,11.78,17.1,19.71,2.0,15.5,1,Gujarat Titans,44.24,2.85
2018,Harshal Patel,Bowler,Indian,25,3,12.42,127.95,34,0,0,20,10.63,15.82,17.76,2.0,7.06,1,Gujarat Titans,30.34,4.3
2018,Devon Conway,Batsman,Australian,24,3,25.42,161.71,369,6,2,7,8.54,39.88,34.83,0.2,12.09,1,Rajasthan Royals,66.06,5.46
2018,Prasidh Krishna,Bowler,Indian,25,0,18.37,124.18,168,1,0,13,7.54,31.62,22.47,0.2,5.6,1,Rajasthan Royals,28.56,5.1
2018,Wriddhiman Saha,Batsman,New Zealand,26,3,35.76,150.85,451,6,1,0,12.65,32.53,21.85,0.5,11.91,1,Lucknow Super Giants,68.58,5.76
2018,Ishan Kishan,Batsman,Indian,23,1,59.97,111.66,660,9,2,2,7.0,45.08,19.89,0.5,13.33,1,Mumbai Indians,70.69,5.3
2018,Tristan Stubbs,Batsman,South African,27,0,25.57,151.43,219,3,1,5,12.46,20.0,33.7,0.2,10.72,1,Sunrisers Hyderabad,60.04,5.6
2018,Harbhajan Singh,Bowler,Indian,24,3,23.52,103.24,44,0,0,19,7.17,17.82,15.28,1.0,9.4,1,Punjab Kings,37.43,3.98
2018,Anrich Nortje,Bowler,Indian,28,1,15.07,130.61,185,1,0,12,7.63,29.75,21.15,1.0,7.48,1,Sunrisers Hyderabad,26.96,3.6
2018,Axar Patel,Batsman,Indian,24,2,27.16,137.12,474,8,2,2,12.0,59.34,20.1,0.5,8.99,1,Punjab Kings,61.48,6.84
2018,Umesh Yadav,Bowler,Indian,26,2,10.61,92.49,58,0,0,12,9.66,28.92,15.99,0.5,6.17,1,Lucknow Super Giants,19.6,3.18
2018,Dwayne Bravo,All-Rounder,Indian,28,1,18.02,109.53,209,2,0,5,9.72,22.74,14.14,1.0,8.64,1,Gujarat Titans,32.97,3.82
2018,Adam Zampa,Bowler,South African,29,0,10.02,126.5,125,1,0,19,8.98,14.98,21.21,1.0,6.56,1,Sunrisers Hyderabad,32.81,5.0
2018,Shahbaz Ahmed,All-Rounder,Indian,26,0,18.07,138.78,215,2,0,9,8.34,25.35,17.91,0.5,13.12,1,Gujarat Titans,46.39,3.54
2018,Jasprit Bumrah,Bowler,Indian,23,1,7.21,88.11,173,1,0,18,8.96,24.53,10.0,0.2,5.81,1,Rajasthan Royals,31.85,5.48
2018,Shardul Thakur,Bowler,English,26,2,12.61,121.6,149,1,0,22,8.26,41.54,18.23,0.5,17.24,1,Chennai Super Kings,39.71,2.3
2018,Rinku Singh,Batsman,Indian,26,1,37.59,145.58,449,8,1,1,8.01,32.2,17.3,1.5,8.26,1,Sunrisers Hyderabad,67.69,8.19
2018,Liam Livingstone,All-Rounder,Indian,30,2,22.56,118.59,272,3,0,10,7.94,24.53,13.87,1.0,10.89,1,Sunrisers Hyderabad,45.48,4.18
2018,Kyle Jamieson,Bowler,Indian,22,0,11.22,148.74,67,0,0,3,6.86,31.41,16.38,1.5,3.87,1,Rajasthan Royals,14.59,3.77
2018,KL Rahul,Batsman,Indian,27,3,27.53,144.12,550,7,2,4,9.46,32.33,26.33,0.5,9.5,1,Sunrisers Hyderabad,65.25,6.87
2018,Nitish Rana,All-Rounder,Indian,23,1,11.08,109.41,95,1,0,6,8.69,17.85,15.39,1.5,7.09,1,Royal Challengers Bangalore,34.47,4.86
2018,Rashid Khan,Bowler,Indian,19,0,7.88,122.59,205,1,0,8,7.14,23.45,25.18,1.0,5.22,1,Kolkata Knight Riders,22.63,4.34
2018,Ruturaj Gaikwad,Batsman,Indian,26,1,45.31,151.05,286,4,0,8,7.2,40.14,27.43,0.5,10.47,1,Rajasthan Royals,69.16,6.61
2018,Suryakumar Yadav,Batsman,South African,28,1,25.35,150.56,386,7,2,9,10.59,31.77,25.57,0.5,12.15,1,Gujarat Titans,63.03,5.19
2018,Shubman Gill,Batsman,Indian,28,1,46.0,162.87,234,3,1,5,11.09,40.12,23.56,0.2,10.15,1,Lucknow Super Giants,71.94,7.09
2018,Hardik Pandya,All-Rounder,Indian,25,3,23.53,113.68,363,4,0,16,8.05,29.68,22.5,2.0,16.83,1,Lucknow Super Giants,51.72,3.07
2018,Aaron Finch,Batsman,Australian,26,2,34.64,95.0,547,7,1,0,10.4,29.14,29.12,2.0,11.18,1,Chennai Super Kings,53.3,4.77
2018,Quinton de Kock,Batsman,Indian,28,2,30.15,164.16,269,4,1,5,13.0,34.47,26.3,0.5,8.77,1,Punjab Kings,66.69,7.6
2018,Ben Stokes,All-Rounder,Indian,25,0,21.29,127.09,222,2,0,1,8.78,23.17,17.53,1.5,12.93,1,Lucknow Super Giants,34.38,2.66
2018,Rohit Sharma,Batsman,Indian,25,2,32.34,119.93,532,9,2,5,11.54,32.61,35.22,0.2,5.11,1,Sunrisers Hyderabad,59.56,11.65
2018,Pat Cummins,Bowler,South African,23,0,17.89,127.04,132,1,0,10,8.05,25.97,17.34,1.5,3.92,1,Sunrisers Hyderabad,22.17,5.66
2018,Sanju Samson,Batsman,Indian,21,3,28.2,156.6,643,11,1,3,8.74,20.0,22.72,0.2,8.56,1,Chennai Super Kings,71.12,8.31
2018,Dwayne Bravo,Bowler,Indian,28,2,18.44,122.67,138,1,0,11,7.03,25.26,14.32,0.2,4.7,1,Punjab Kings,26.79,5.7
2018,Tilak Varma,Batsman,Indian,25,2,26.1,125.43,443,6,1,4,7.12,20.0,35.23,1.0,9.6,1,Delhi Capitals,56.93,5.93
2018,Lockie Ferguson,Bowler,South African,26,1,18.18,80.0,88,0,0,14,8.36,25.81,20.03,0.5,7.46,1,Sunrisers Hyderabad,26.8,3.59
2018,Prithvi Shaw,Batsman,Indian,23,1,28.22,114.88,374,5,1,3,9.05,34.5,36.0,1.0,6.17,1,Punjab Kings,53.23,8.63
2018,Mohammed Shami,Bowler,Indian,26,1,17.1,127.69,173,1,0,18,9.48,23.4,15.62,0.5,5.44,1,Rajasthan Royals,30.29,5.57
2018,Faf du Plessis,Batsman,Indian,24,0,34.67,132.64,339,4,1,6,11.36,30.43,23.74,0.2,8.28,1,Delhi Capitals,60.44,7.3
2018,Venkatesh Iyer,Batsman,Indian,28,1,36.58,124.52,408,5,1,6,10.68,20.0,19.5,1.0,9.13,1,Delhi Capitals,60.15,6.59
2018,R Ashwin,Bowler,Indian,21,2,11.37,80.0,173,1,0,22,8.98,17.17,16.19,1.0,7.42,1,Chennai Super Kings,37.79,5.09
2018,Glenn Maxwell,Batsman,Indian,23,2,32.83,127.58,602,8,2,0,9.63,49.1,26.46,1.0,7.66,1,Rajasthan Royals,63.45,8.28
2018,Vijay Shankar,All-Rounder,Australian,26,3,15.38,154.15,185,2,0,9,9.63,17.74,27.35,2.0,14.73,1,Lucknow Super Giants,46.22,3.14
2018,Ravindra Jadeja,All-Rounder,Indian,26,2,23.35,103.66,171,1,0,13,7.98,20.94,16.21,1.0,10.5,1,Kolkata Knight Riders,46.21,4.4
2018,Trent Boult,Bowler,Indian,23,2,17.28,150.4,57,0,0,17,6.02,14.0,16.67,0.5,9.87,1,Sunrisers Hyderabad,38.01,3.85
2018,Moeen Ali,All-Rounder,Indian,27,1,25.2,139.07,127,1,0,5,9.58,21.36,22.32,1.0,7.22,1,Gujarat Titans,40.95,5.67
2018,Deepak Chahar,Bowler,New Zealand,23,1,14.06,143.78,154,1,0,18,7.71,20.96,10.2,0.5,8.88,1,Chennai Super Kings,35.41,3.99
2018,Amit Mishra,Bowler,Indian,26,2,23.01,128.85,184,1,0,26,9.36,25.98,23.54,2.0,15.29,1,Rajasthan Royals,42.76,2.8
2018,Bhuvneshwar Kumar,Bowler,Indian,26,2,9.97,123.99,219,1,0,25,7.82,29.75,22.56,1.0,6.7,1,Delhi Capitals,46.23,6.9
2018,Andre Russell,All-Rounder,Indian,24,3,28.38,145.7,235,2,0,11,11.34,24.46,14.71,2.0,19.98,1,Lucknow Super Giants,49.44,2.47
2018,Rishabh Pant,Batsman,Indian,26,1,36.18,161.96,491,8,2,4,9.57,40.58,14.0,0.2,9.01,1,Mumbai Indians,72.88,8.09
2018,Dinesh Karthik,Batsman,New Zealand,27,3,26.82,141.94,419,7,2,3,8.93,36.78,24.99,1.0,12.49,1,Lucknow Super Giants,61.69,4.94
2018,Ben Stokes,Bowler,Indian,25,1,8.22,128.7,147,1,0,9,9.27,20.21,18.01,2.0,6.43,1,Royal Challengers Bangalore,17.16,2.67
2018,Shreyas Iyer,Batsman,Indian,25,0,28.45,143.93,251,3,0,0,9.19,27.53,22.94,0.2,5.33,1,Chennai Super Kings,59.58,11.18
2018,Dawid Malan,Batsman,Indian,25,3,41.86,95.0,420,6,2,1,7.38,22.0,29.11,0.2,13.19,1,Gujarat Titans,53.64,4.07
2018,Manish Pandey,Batsman,Indian,23,1,22.67,138.32,218,4,0,5,9.38,26.67,29.49,0.2,6.54,1,Sunrisers Hyderabad,54.92,8.4
2018,Hardik Pandya,Batsman,Indian,24,0,27.68,118.34,376,5,1,3,9.76,24.61,24.1,0.5,6.64,1,Sunrisers Hyderabad,54.09,8.15
2019,Wriddhiman Saha,Batsman,New Zealand,27,3,41.98,136.88,584,9,2,1,8.71,20.0,21.05,0.2,16.59,1,Delhi Capitals,69.54,4.19
2019,Ishan Kishan,Batsman,Indian,24,3,45.83,139.34,601,9,2,3,8.18,44.62,25.4,0.5,11.51,1,Chennai Super Kings,72.15,6.27
2019,Rinku Singh,Batsman,Indian,28,4,35.04,134.56,518,7,2,4,11.33,29.87,19.69,0.5,10.59,1,Royal Challengers Bangalore,64.74,6.11
2019,Jason Holder,Bowler,Australian,24,2,29.88,164.88,209,1,0,18,9.82,33.97,16.41,0.2,7.27,1,Gujarat Titans,29.63,4.08
2019,Kane Williamson,Batsman,Indian,24,2,26.28,133.29,529,7,1,2,8.1,28.32,25.75,0.5,8.76,1,Sunrisers Hyderabad,61.08,6.97
2019,Ruturaj Gaikwad,Batsman,Indian,26,4,38.92,165.34,519,8,1,7,9.24,41.07,22.7,1.0,21.05,1,Sunrisers Hyderabad,75.55,3.59
2019,Deepak Chahar,Bowler,New Zealand,25,2,15.85,80.0,166,1,0,17,8.81,45.0,10.0,1.0,15.17,1,Punjab Kings,30.73,2.03
2019,Sanju Samson,Batsman,Indian,22,1,34.6,129.97,480,6,2,0,9.24,41.69,24.59,1.0,13.26,1,Sunrisers Hyderabad,62.43,4.71
2019,Ben Stokes,All-Rounder,Indian,25,4,17.02,103.35,440,4,0,18,7.38,31.82,24.37,1.5,11.06,1,Gujarat Titans,51.76,4.68
2019,Cameron Green,All-Rounder,English,29,4,17.26,108.38,419,4,0,16,7.39,19.04,19.46,1.0,16.52,1,Punjab Kings,50.41,3.05
2019,Liam Livingstone,Batsman,Indian,32,2,34.63,138.5,420,7,2,5,8.75,28.59,17.9,0.5,12.46,1,Gujarat Titans,63.8,5.12
2019,Andre Russell,All-Rounder,Indian,25,2,12.46,128.2,477,5,0,8,9.87,33.71,24.33,2.0,11.65,1,Mumbai Indians,38.62,3.31
2019,Sam Curran,All-Rounder,Indian,27,4,22.63,157.57,280,3,0,14,9.75,31.1,26.36,1.0,12.64,1,Kolkata Knight Riders,54.47,4.31
2019,Trent Boult,Bowler,Indian,24,4,10.05,101.61,108,0,0,14,9.67,22.45,18.41,0.5,5.65,1,Delhi Capitals,23.07,4.08
2019,David Warner,Batsman,Indian,23,4,38.21,162.7,293,5,0,7,9.56,32.43,35.38,0.5,13.28,1,Royal Challengers Bangalore,69.95,5.27
2019,Yashasvi Jaiswal,Batsman,Indian,26,1,31.02,139.68,254,5,0,10,7.36,39.43,25.14,1.0,10.65,1,Lucknow Super Giants,59.39,5.58
2019,Aaron Finch,Batsman,Australian,26,1,24.38,139.39,420,8,2,0,9.4,39.51,21.42,0.2,10.85,1,Delhi Capitals,59.97,5.53
2019,Ravindra Jadeja,All-Rounder,Indian,26,3,16.46,132.43,359,3,0,12,8.47,29.03,20.7,0.5,13.63,1,Gujarat Titans,48.06,3.53
2019,Shardul Thakur,Bowler,English,27,1,5.88,80.0,82,0,0,16,9.64,21.22,15.35,0.5,9.9,1,Sunrisers Hyderabad,25.9,2.62
2019,Washington Sundar,Batsman,Indian,25,4,30.86,124.34,586,9,2,3,10.65,22.59,14.79,2.0,15.6,1,Sunrisers Hyderabad,61.37,3.93
2019,Ravindra Jadeja,Bowler,Indian,26,2,9.22,110.45,156,1,0,16,7.5,25.35,19.86,0.5,4.7,1,Punjab Kings,33.06,7.03
2019,Harbhajan Singh,Bowler,Indian,26,2,11.18,80.0,215,1,0,14,11.0,35.73,13.39,0.5,4.42,1,Rajasthan Royals,23.15,5.24
2019,Khaleel Ahmed,Bowler,Indian,26,4,7.8,108.57,149,1,0,25,8.22,14.54,18.41,1.5,10.96,1,Royal Challengers Bangalore,44.33,4.04
2019,Avesh Khan,Bowler,West Indian,25,2,8.1,93.35,103,0,0,13,6.8,14.0,18.21,0.2,11.83,1,Punjab Kings,30.13,2.55
2019,Marcus Stoinis,All-Rounder,South African,27,1,10.23,105.66,226,2,0,10,8.73,36.53,12.0,1.5,14.3,1,Delhi Capitals,38.23,2.67
2019,Harshal Patel,Bowler,Indian,26,1,22.51,119.98,170,1,0,19,6.86,19.57,18.81,1.0,8.4,1,Lucknow Super Giants,39.62,4.72
2019,Chris Morris,All-Rounder,Indian,28,4,33.43,118.51,327,3,0,10,10.47,35.61,22.22,1.0,10.26,1,Sunrisers Hyderabad,44.06,4.29
2019,Mohammed Shami,Bowler,Indian,27,4,16.12,91.79,223,1,0,18,9.33,30.66,21.33,0.2,6.58,1,Rajasthan Royals,31.24,4.75
2019,Pat Cummins,Bowler,South African,24,2,12.1,101.53,149,1,0,14,8.03,28.44,10.0,0.2,12.25,1,Rajasthan Royals,28.4,2.32
2019,Shubman Gill,Batsman,Indian,30,4,26.47,156.81,608,8,2,0,9.56,39.43,29.71,0.2,8.29,1,Punjab Kings,69.79,8.42
2019,Kyle Jamieson,Bowler,Indian,23,4,6.59,116.33,128,1,0,15,7.64,20.6,12.47,0.2,6.57,1,Lucknow Super Giants,30.86,4.7
2019,Sunil Narine,Bowler,Indian,26,1,5.0,101.58,150,1,0,10,8.19,20.06,10.0,0.5,4.37,1,Punjab Kings,21.93,5.02
2019,Kieron Pollard,All-Rounder,Indian,27,4,19.44,115.32,372,4,0,10,10.99,30.39,14.78,0.5,7.42,1,Kolkata Knight Riders,39.92,5.38
2019,R Ashwin,Bowler,Indian,23,2,14.42,105.85,63,0,0,19,6.62,28.66,12.99,0.5,7.77,1,Gujarat Titans,39.27,5.05
2019,Faf du Plessis,Batsman,Indian,25,1,28.49,144.39,275,3,1,3,10.2,55.81,25.48,0.2,4.32,1,Sunrisers Hyderabad,60.21,13.94
2019,Kagiso Rabada,Bowler,Australian,25,4,20.36,155.25,115,0,0,23,10.94,20.29,10.86,0.5,7.23,1,Kolkata Knight Riders,35.65,4.93
2019,Sam Curran,Bowler,Indian,27,2,14.27,115.81,19,0,0,13,8.87,38.58,16.22,0.5,3.91,1,Lucknow Super Giants,23.08,5.9
2019,Glenn Maxwell,Batsman,Indian,24,3,37.31,124.96,540,9,2,1,8.72,32.29,17.96,0.2,9.51,1,Delhi Capitals,63.21,6.65
2019,Lockie Ferguson,Bowler,South African,27,1,18.71,86.04,61,0,0,17,9.49,25.95,15.86,1.5,5.27,1,Sunrisers Hyderabad,27.64,5.24
2019,Suryakumar Yadav,Batsman,South African,29,4,32.63,132.53,561,10,2,4,10.53,46.07,23.65,1.0,23.46,1,Mumbai Indians,64.03,2.73
2019,Jason Holder,All-Rounder,Australian,25,3,35.36,167.02,217,2,0,11,9.06,22.42,23.14,1.0,20.21,1,Royal Challengers Bangalore,57.32,2.84
2019,Moeen Ali,All-Rounder,Indian,29,2,12.85,145.48,307,3,0,14,6.8,31.55,18.83,2.0,16.53,1,Lucknow Super Giants,55.51,3.36
2019,Jos Buttler,Batsman,Indian,26,4,30.1,138.83,401,5,1,6,7.0,42.09,19.44,0.5,11.6,1,Lucknow Super Giants,61.71,5.32
2019,Jasprit Bumrah,Bowler,Indian,24,1,18.82,107.8,40,0,0,14,8.35,29.55,15.23,1.0,8.94,1,Chennai Super Kings,26.35,2.95
2019,Shreyas Iyer,Batsman,Indian,26,3,29.36,134.19,394,7,1,2,9.45,37.75,30.41,2.0,11.83,1,Chennai Super Kings,59.88,5.06
2019,T Natarajan,Bowler,English,27,1,13.43,80.0,102,0,0,3,8.53,30.34,13.06,1.0,6.24,1,Chennai Super Kings,9.93,1.59
2019,Virat Kohli,Batsman,Indian,27,3,40.81,157.1,533,8,1,4,10.62,49.39,21.24,1.0,8.22,1,Sunrisers Hyderabad,74.11,9.02
2019,Hardik Pandya,Batsman,Indian,25,2,34.24,110.94,213,5,0,3,10.88,27.46,30.11,2.0,12.16,1,Lucknow Super Giants,51.24,4.21
2019,Piyush Chawla,Bowler,Indian,25,2,18.94,87.05,238,1,0,15,7.19,17.52,20.35,1.0,8.85,1,Punjab Kings,33.31,3.76
2019,Chris Woakes,Bowler,South African,27,1,21.06,131.48,137,1,0,13,10.27,25.33,14.94,2.0,9.23,1,Sunrisers Hyderabad,20.87,2.26
2019,Tilak Varma,Batsman,Indian,27,3,29.72,166.63,551,9,1,2,9.83,25.21,23.47,0.2,11.9,1,Sunrisers Hyderabad,72.9,6.13
2019,Dawid Malan,Batsman,Indian,26,3,24.18,137.97,453,6,1,6,8.28,57.18,18.17,0.5,5.47,1,Punjab Kings,60.12,10.99
2019,KL Rahul,Batsman,Indian,27,3,51.56,128.24,254,3,0,7,10.22,25.72,24.65,1.0,11.65,1,Gujarat Titans,64.18,5.51
2019,Krunal Pandya,All-Rounder,Indian,25,3,30.97,133.1,110,1,0,14,9.04,37.74,20.62,2.0,13.36,1,Chennai Super Kings,53.08,3.97
2019,Bhuvneshwar Kumar,Bowler,Indian,28,2,15.94,137.43,100,0,0,20,8.79,38.17,15.69,0.5,4.81,1,Punjab Kings,34.63,7.2
2019,Heinrich Klaasen,Batsman,South African,26,2,50.17,130.72,488,6,1,4,10.34,26.86,23.39,0.5,14.01,1,Lucknow Super Giants,69.04,4.93
2019,Venkatesh Iyer,Batsman,Indian,28,2,35.19,129.19,244,4,0,6,7.0,43.7,22.22,0.2,9.95,1,Mumbai Indians,57.71,5.8
2019,Rashid Khan,Bowler,Indian,20,2,13.59,132.76,102,0,0,8,8.59,31.25,21.57,0.5,3.61,1,Delhi Capitals,17.25,4.78
2019,Ajinkya Rahane,Batsman,Indian,24,1,12.53,110.82,376,7,1,3,8.89,34.81,26.6,1.0,7.58,1,Royal Challengers Bangalore,45.78,6.04
2019,Prithvi Shaw,Batsman,Indian,24,1,37.56,117.46,376,7,1,0,8.72,29.52,20.77,0.5,9.14,1,Lucknow Super Giants,57.78,6.32
2019,Vijay Shankar,All-Rounder,Australian,27,1,21.59,139.5,233,2,0,3,10.17,47.26,17.42,2.0,12.66,1,Rajasthan Royals,36.9,2.91
2019,Dinesh Karthik,Batsman,New Zealand,28,2,33.4,113.94,380,7,2,3,8.77,43.21,14.17,0.5,12.81,1,Lucknow Super Giants,55.14,4.3
2019,Axar Patel,Batsman,Indian,25,1,39.76,116.31,527,7,2,0,10.93,53.3,27.17,0.2,9.5,1,Sunrisers Hyderabad,61.34,6.46
2019,Ambati Rayudu,Batsman,West Indian,27,2,36.97,156.72,261,5,1,10,9.23,31.43,31.08,2.0,14.11,1,Kolkata Knight Riders,67.02,4.75
2019,Tristan Stubbs,Batsman,South African,28,3,50.46,134.78,551,8,1,7,11.33,26.23,34.27,1.5,11.47,1,Gujarat Titans,71.64,6.25
2019,Umesh Yadav,Bowler,Indian,26,1,16.84,132.25,228,1,0,11,9.57,35.82,17.66,1.0,4.2,1,Kolkata Knight Riders,20.07,4.78
2019,Dwayne Bravo,Bowler,Indian,30,1,23.21,89.29,10,0,0,11,9.57,14.0,12.28,0.5,4.62,1,Mumbai Indians,17.89,3.87
2019,Mohammed Siraj,Bowler,English,27,2,11.78,130.75,84,0,0,15,6.95,31.36,14.82,0.2,15.17,1,Sunrisers Hyderabad,32.49,2.14
2019,Devon Conway,Batsman,Australian,26,1,26.63,140.03,283,6,1,2,7.48,43.51,17.66,0.5,11.89,1,Royal Challengers Bangalore,58.32,4.91
2019,Mitchell Marsh,All-Rounder,Australian,27,1,21.92,154.24,277,3,0,9,7.15,30.01,15.84,1.0,16.02,1,Mumbai Indians,52.83,3.3
2020,Chris Woakes,Bowler,South African,27,3,24.61,151.97,163,1,0,13,9.1,29.69,15.98,0.5,8.95,1,Sunrisers Hyderabad,23.83,2.66
2020,Marcus Stoinis,All-Rounder,South African,29,3,33.36,151.65,284,3,0,14,11.27,33.28,22.4,2.0,24.24,1,Mumbai Indians,55.47,2.29
2020,Lockie Ferguson,Bowler,South African,27,2,17.09,94.73,96,0,0,15,7.73,15.82,19.8,0.2,9.66,1,Delhi Capitals,30.27,3.13
2020,Quinton de Kock,Batsman,Indian,30,4,21.2,130.53,514,9,1,3,11.01,27.99,28.56,2.0,15.23,1,Chennai Super Kings,57.92,3.8
2020,Jimmy Neesham,All-Rounder,Indian,27,3,28.18,115.31,271,3,0,13,9.35,29.87,18.3,2.0,17.4,1,Gujarat Titans,47.01,2.7
2020,R Ashwin,Bowler,Indian,23,3,15.93,117.43,178,1,0,15,8.42,19.45,28.0,1.5,7.06,1,Punjab Kings,29.02,4.11
2020,Umesh Yadav,Bowler,Indian,28,3,11.61,124.31,149,1,0,18,6.84,31.38,25.88,0.5,10.17,1,Sunrisers Hyderabad,37.97,3.73
2020,Rohit Sharma,Batsman,Indian,27,3,31.89,135.66,499,9,2,1,10.92,27.96,19.44,1.0,12.24,1,Kolkata Knight Riders,63.43,5.18
2020,Dawid Malan,Batsman,Indian,26,2,30.37,170.52,387,5,1,6,9.77,47.29,27.62,0.5,9.54,1,Sunrisers Hyderabad,71.04,7.45
2020,Mohammed Siraj,Bowler,English,28,5,10.41,80.0,177,1,0,23,7.68,19.25,18.26,0.5,12.37,1,Kolkata Knight Riders,43.23,3.49
2020,Sanju Samson,Batsman,Indian,23,3,33.51,107.86,425,8,1,1,8.49,33.71,20.36,0.5,5.67,1,Gujarat Titans,54.26,9.57
2020,Kyle Jamieson,Bowler,Indian,25,3,5.17,80.0,92,0,0,20,8.8,30.42,12.2,0.5,5.05,1,Delhi Capitals,34.52,6.84
2020,Tristan Stubbs,Batsman,South African,28,5,41.76,152.33,653,9,2,1,8.3,60.0,28.17,0.2,25.0,1,Punjab Kings,75.46,3.02
2020,Adam Zampa,Bowler,South African,30,3,16.93,118.7,70,0,0,17,6.0,25.07,22.72,1.0,10.12,1,Mumbai Indians,38.2,3.77
2020,Arshdeep Singh,Bowler,South African,26,5,19.58,97.07,197,1,0,14,8.09,19.07,20.48,1.0,16.36,1,Gujarat Titans,28.7,1.75
2020,David Warner,Batsman,Indian,25,2,30.3,165.08,428,7,1,3,8.28,43.23,25.35,1.5,12.65,1,Delhi Capitals,70.2,5.55
2020,Mitchell Marsh,All-Rounder,Australian,28,4,31.97,130.2,351,3,0,11,8.95,20.19,18.53,0.5,15.22,1,Gujarat Titans,49.33,3.24
2020,Amit Mishra,Bowler,Indian,28,3,20.52,108.37,129,1,0,22,7.33,22.13,12.77,0.5,8.36,1,Kolkata Knight Riders,42.3,5.06
2020,Harbhajan Singh,Bowler,Indian,27,4,16.4,124.78,82,0,0,14,10.25,22.99,16.27,0.5,5.1,1,Gujarat Titans,21.82,4.28
2020,Kagiso Rabada,Bowler,Australian,27,3,14.01,119.67,70,0,0,12,6.53,14.4,12.13,1.0,12.5,1,Royal Challengers Bangalore,29.11,2.33
2020,Ben Stokes,Bowler,Indian,26,5,22.53,110.58,89,0,0,30,7.25,26.03,22.26,0.2,12.59,1,Mumbai Indians,54.14,4.3
2020,Shreyas Iyer,Batsman,Indian,27,3,30.93,145.42,536,7,2,2,8.9,37.69,23.73,1.0,12.51,1,Sunrisers Hyderabad,66.72,5.33
2020,Ruturaj Gaikwad,Batsman,Indian,27,5,43.48,162.91,736,12,2,0,10.31,43.95,35.34,2.0,19.27,1,Gujarat Titans,80.98,4.2
2020,Tilak Varma,Batsman,Indian,28,3,41.9,144.84,353,6,1,2,8.33,24.75,31.1,1.0,20.23,1,Royal Challengers Bangalore,67.27,3.33
2020,Kane Williamson,Batsman,Indian,26,3,29.08,135.28,302,5,0,4,8.7,32.36,17.63,0.5,10.72,1,Rajasthan Royals,58.26,5.43
2020,Sunil Narine,Bowler,Indian,26,2,26.25,150.62,61,0,0,20,6.12,21.32,13.29,0.5,14.16,1,Royal Challengers Bangalore,42.25,2.98
2020,Suryakumar Yadav,Batsman,South African,30,4,26.09,159.45,624,8,1,3,9.14,20.0,28.46,2.0,14.13,1,Royal Challengers Bangalore,70.75,5.01
2020,Axar Patel,Batsman,Indian,27,3,37.83,112.85,417,5,2,4,7.0,39.83,14.0,1.0,9.83,1,Lucknow Super Giants,57.33,5.83
2020,Ishan Kishan,Batsman,Indian,26,3,41.55,128.0,489,7,2,4,10.14,38.8,20.66,0.5,11.75,1,Royal Challengers Bangalore,64.8,5.51
2020,Yuzvendra Chahal,Bowler,Indian,29,3,14.82,112.75,65,0,0,10,8.7,20.2,24.63,1.5,7.03,1,Rajasthan Royals,19.55,2.78
2020,Shivam Dube,All-Rounder,Indian,28,5,32.75,101.34,310,3,0,9,9.29,36.61,17.02,2.0,8.72,1,Sunrisers Hyderabad,40.68,4.66
2020,Washington Sundar,Batsman,Indian,26,5,43.0,118.26,644,9,1,1,8.99,37.56,21.41,0.5,10.84,1,Royal Challengers Bangalore,65.56,6.05
2020,Sam Curran,All-Rounder,Indian,27,4,31.82,131.73,246,2,0,19,8.86,33.38,16.96,1.0,20.43,1,Punjab Kings,59.38,2.91
